# LAMMPS data file written by Ovito 3.9.2

178 atoms
2 atom types

-30.0 30.0 xlo xhi
-30.0 30.0 ylo yhi
-30.0 30.0 zlo zhi

Atoms  # charge

1 1 0.0 -5.7991131385 -1.1891131385 -2.84
2 1 0.0 -6.5658868615 -3.9941131385 -1.195
3 1 0.0 -0.1891131385 -6.7991131385 -2.84
4 1 0.0 -0.1891131385 -1.1891131385 -6.13
5 1 0.0 -2.9941131385 -1.9558868615 -4.485
6 1 0.0 -0.9558868615 -3.9941131385 -4.485
7 1 0.0 -3.7608868615 -4.7608868615 -2.84
8 1 0.0 -0.1891131385 -1.1891131385 -2.84
9 1 0.0 -2.9941131385 -1.9558868615 -1.195
10 1 0.0 -0.9558868615 -3.9941131385 -1.195
11 2 0.0 -5.7991107796 -4.7608892204 -2.84
12 2 0.0 -6.5658892204 -1.9558892204 -1.195
13 2 0.0 -0.9558892204 -7.5658892204 -1.195
14 2 0.0 -0.9558892204 -1.9558892204 -7.775
15 2 0.0 -3.7608892204 -1.1891107796 -6.13
16 2 0.0 -0.1891107796 -4.7608892204 -6.13
17 2 0.0 -2.9941107796 -3.9941107796 -4.485
18 2 0.0 -0.9558892204 -1.9558892204 -4.485
19 2 0.0 -3.7608892204 -1.1891107796 -2.84
20 2 0.0 -0.1891107796 -4.7608892204 -2.84
21 2 0.0 -2.9941107796 -3.9941107796 -1.195
22 2 0.0 -0.9558892204 -1.9558892204 -1.195
23 1 0.0 -5.7991131385 -1.1891131385 0.45
24 1 0.0 -6.5658868615 -3.9941131385 2.095
25 1 0.0 -5.7991131385 -1.1891131385 3.74
26 1 0.0 -0.1891131385 -6.7991131385 0.45
27 1 0.0 -0.1891131385 -6.7991131385 3.74
28 1 0.0 -3.7608868615 -4.7608868615 0.45
29 1 0.0 -0.1891131385 -1.1891131385 0.45
30 1 0.0 -2.9941131385 -1.9558868615 2.095
31 1 0.0 -0.9558868615 -3.9941131385 2.095
32 1 0.0 -3.7608868615 -4.7608868615 3.74
33 1 0.0 -0.1891131385 -1.1891131385 3.74
34 1 0.0 -2.9941131385 -1.9558868615 5.385
35 1 0.0 -0.9558868615 -3.9941131385 5.385
36 1 0.0 -0.1891131385 -1.1891131385 7.03
37 2 0.0 -5.7991107796 -4.7608892204 0.45
38 2 0.0 -6.5658892204 -1.9558892204 2.095
39 2 0.0 -3.7608892204 -6.7991107796 0.45
40 2 0.0 -0.9558892204 -7.5658892204 2.095
41 2 0.0 -3.7608892204 -1.1891107796 0.45
42 2 0.0 -0.1891107796 -4.7608892204 0.45
43 2 0.0 -2.9941107796 -3.9941107796 2.095
44 2 0.0 -0.9558892204 -1.9558892204 2.095
45 2 0.0 -3.7608892204 -1.1891107796 3.74
46 2 0.0 -0.1891107796 -4.7608892204 3.74
47 2 0.0 -2.9941107796 -3.9941107796 5.385
48 2 0.0 -0.9558892204 -1.9558892204 5.385
49 2 0.0 -3.7608892204 -1.1891107796 7.03
50 1 0.0 -6.5658868615 1.6158868615 -4.485
51 1 0.0 -5.7991131385 4.4208868615 -2.84
52 1 0.0 -6.5658868615 1.6158868615 -1.195
53 1 0.0 -0.9558868615 1.6158868615 -7.775
54 1 0.0 -3.7608868615 0.8491131385 -6.13
55 1 0.0 -0.1891131385 4.4208868615 -6.13
56 1 0.0 -2.9941131385 3.6541131385 -4.485
57 1 0.0 -0.9558868615 1.6158868615 -4.485
58 1 0.0 -3.7608868615 0.8491131385 -2.84
59 1 0.0 -0.1891131385 4.4208868615 -2.84
60 1 0.0 -2.9941131385 3.6541131385 -1.195
61 1 0.0 -0.9558868615 1.6158868615 -1.195
62 1 0.0 -3.7608868615 6.4591131385 -2.84
63 1 0.0 -0.9558868615 7.2258868615 -1.195
64 2 0.0 -5.7991107796 0.8491107796 -2.84
65 2 0.0 -6.5658892204 3.6541107796 -1.195
66 2 0.0 -0.1891107796 0.8491107796 -6.13
67 2 0.0 -2.9941107796 1.6158892204 -4.485
68 2 0.0 -0.9558892204 3.6541107796 -4.485
69 2 0.0 -3.7608892204 4.4208892204 -2.84
70 2 0.0 -0.1891107796 0.8491107796 -2.84
71 2 0.0 -2.9941107796 1.6158892204 -1.195
72 2 0.0 -0.9558892204 3.6541107796 -1.195
73 2 0.0 -0.1891107796 6.4591107796 -2.84
